English,Translation,Dialect
Do you know which businesses will accept my card?,هل تعلم ما هي الشركات التي ستقبل بطاقتي؟,0
Who accepts the card?,من يقبل البطاقة؟,0
You accepts my card?,هل تقبل بطاقتي؟,0
Is my card accepted anywhere?,هل بطاقتي مقبولة في أي مكان؟,0
Is my card denied anywhere?,هل بطاقتي مرفوضة في أي مكان؟,0
Where can I use my card?,أين يمكنني استخدام بطاقتي؟,0
Where can I use my Mastercard?,أين يمكنني استخدام بطاقة ماستركارد الخاصة بي؟,0
where is card accepted,أين تقبل البطاقة,0
Where can I pay with my card?,أين يمكنني الدفع ببطاقتي؟,0
Where can my card be used?,ما هي الاماكن التي يمكنني استخدام بطاقتي فيها؟,0
Is my card valid everywhere?,هل بطاقتي صالحة في كل مكان؟,0
Which establishments will accept my card?,ما هي المؤسسات التي تقبل بطاقتي؟,0
Are there limits to businesses that will accept this card?,هل هناك حدود للشركات التي تقبل هذه البطاقة؟,0
Any place that takes Mastercard would be fine.,أي مكان يأخذ ماستركارد سيكون جيدا.,0
Is there a list of where I can use my card?,هل توجد قائمة بالأماكن التي يمكنني فيها استخدام بطاقتي؟,0
What are the limits to where my card will be accepted?,ما هي حدود مكان قبول بطاقتي؟,0
Can I use my card wherever I want?,هل يمكن استخدام هذه البطاقة في كل الأماكن؟,0
Where can I use my card to pay?,أين يمكنني استخدام بطاقتي للدفع؟,0
Are there any limits to were my card is accepted?,هل هناك حدود لقبول بطاقتي؟,0
Can I use my card while on vacation overseas?,هل يمكنني استخدام بطاقتي أثناء إجازتي في الخارج؟,0
Which merchants accept my card?,من هم التجار الذين يقبلون بطاقتي؟,0
You can use it anywhere that accepts Mastercard.,يمكنك استخدامه في أي مكان يقبل ماستركارد.,0
Can I use my card for online payments?,هل يمكنني استخدام بطاقتي للمدفوعات عبر الإنترنت؟,0
Where do I pay with my card?,أين أدفع ببطاقتي؟,0
Which merchants accept this card?,من هم التجار الذين يقبلون هذه البطاقة؟,0
Are there any restrictions to where I can use my card?,هل توجد أي قيود على الأماكن التي يمكنني فيها استخدام بطاقتي؟,0
In what places can I use my card?,في أي مكان يمكنني استخدام بطاقتي؟,0
What places accept my card?,ما الأماكن التي تقبل بطاقتي؟,0
Can I use my card no matter where I go?,هل يمكنني استخدام بطاقتي بغض النظر عن المكان الذي أذهب إليه؟,0
Will my card work at all merchant locations?,هل ستعمل بطاقتي في جميع مواقع التجار؟,0
How can I know where my card will be accepted?,كيف يمكنني معرفة مكان قبول بطاقتي؟,0
Can I pay with my card anywhere?,هل يمكنني الدفع ببطاقتي في أي مكان؟,0
Can I use my card anywhere?,هل أستطيع في أي مكان استخدام هذه البطاقة؟,0
Where can I use this card?,أين يمكنني استخدام هذه البطاقة؟,0
What businesses can I use this card with?,ما هي الأعمال التجارية التي يمكنني استخدام هذه البطاقة معها؟,0
Do all businesses take this card?,هل كل الأعمال تأخذ هذه البطاقة؟,0
What businesses accept my card?,ما هي الشركات التي تقبل بطاقتي؟,0
Can i use this card at any store?,هل يمكنني استخدام هذه البطاقة في أي متجر؟,0
Are there any restrictions on where I use this card?,هل هناك أي قيود على استخدامي لهذه البطاقة؟,0
"My top up did not show up as shown and my money has disappeared, can you help me fix this glitch problem?",لم يظهر رصيدي كما هو موضح واختفت أموالي ، هل يمكنك مساعدتي في حل هذه المشكلة؟,0
Has my top-up been cancelled?,هل تم إلغاء الشحن الخاص بي؟,0
For what reason did my top-up get cancelled?,لأي سبب تم إلغاء تعبئة الرصيد الخاص بي؟,0
I think my top up has been reverted,أعتقد أن رصيدي قد تم إرجاعه,0
Has my top-up gone through?,هل تمت تعبئة الرصيد الخاص بي؟,0
I went to top up my card and it was cancelled.,ذهبت لتعبئة بطاقتي وتم إلغاؤها.,0
I didn't cancel my top-up.,أنا لم ألغ الشحن الخاص بي.,0
I have a reverted top up I made and wanted to know why it didn't go through.,لقد قمت بإعادة تعبئة الرصيد وأردت أن أعرف لماذا لم يتم ذلك.,0
I believe my top up was reverted.,أعتقد أنه تم إرجاع رصيد الشحن الخاص بي.,0
"My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",ذهبت أموالي. كان علي أن أرفع رصيدا مؤخرا ورأيته كان هناك و وصل ، لكنه اختفى الآن ، ما الذي يحدث؟,0
"Hello, I have tried using crypto top up but it is not working. I had some money in my account but I'm not sure what happened",مرحبا ، لقد حاولت استخدام رصيد العملة المشفرة ولكنه لا يعمل. كان لدي بعض المال في حسابي ولكني لست متأكدا مما حدث,0
Why did my top up get reverted?,لماذا تم إرجاع التعبئة الخاصة بي؟,0
What caused my top-up to be returned?,ما السبب وراء إعادة التعبئة؟,0
What happened to my top-up? It was all done and now it's gone! Are you having problems with your system?,ماذا حدث لتعبئة الرصيد الخاص بي؟ لقد تم كل شيء والآن ذهب! هل تواجه مشاكل مع نظامك؟,0
Why was my top up reverted?,لماذا تم إرجاع الشحن الخاص بي؟,0
Seems like my top-up has been cancelled,غالبا يوجد مشكلة حيث تم إلغاء تعبئة الرصيد,0
Seems like my top up has been cancelled,يبدو أنه تم إلغاء تعبئة الرصيد الخاص بي,0
